name,country,population,aliases
Singkawang,ID,246112,
Serang,ID,692101,
Sepatan,ID,118439,
Semarang,ID,1653524,三孖冷|三宝垄|三寶瓏
Sawangan,ID,165631,
Samarinda,ID,831460,沙馬林達
Salatiga,ID,201369,
Rengasdengklok,ID,201463,
Probolinggo,ID,246980,
Pontianak,ID,658685,坤甸
Plumbon,ID,167105,
Pekanbaru,ID,1085000,北干巴魯
Pekalongan,ID,317524,
Pasuruan,ID,212466,
Paseh,ID,126181,
Pasarkemis,ID,273659,
Parung,ID,123078,
Parepare,ID,160309,
Pangkalpinang,ID,216893,
Pamulang,ID,174557,
Pamanukan,ID,114290,
Palu,ID,373218,
Palopo,ID,190867,
Palembang,ID,1668848,Pelémbang|巨港|旧港
Palangkaraya,ID,293500,帕朗卡拉亚
Padang,ID,909040,巴東
Mojokerto,ID,141785,
Metro,ID,178381,
Mataram,ID,429651,馬塔蘭
Manokwari,ID,107325,曼諾瓦里
Manado,ID,451916,万鸦老|萬鴉老
Malang,ID,847182,瑪琅
Magelang,ID,121526,馬格朗
Madiun,ID,202544,
Loa Janan,ID,212816,
Lembang,ID,183130,
Lawang,ID,112540,
Kresek,ID,110182,
Kendari,ID,345107,肯達里
Kedungwuni,ID,117249,
Kediri,ID,235143,諫義里
Jombang,ID,126465,
Jambi City,ID,606200,
Jakarta,ID,8540121,Iacárta|勿礁維|勿礁维|巴达威亚|耶加達|雅加达|雅加達
Grogol,ID,100613,
Gorontalo,ID,198539,
Dumai,ID,331832,
Depok,ID,104527,
Depok,ID,2145400,Kota Dépok|德博|德博市
Denpasar,ID,725314,丹帕沙
Curug,ID,191406,
Citeureup,ID,214668,
Cirebon,ID,341980,井裡汶
Ciputat,ID,207858,
Cimahi,ID,590782,
Cileunyi,ID,111476,
Cileungsir,ID,288347,
Cilegon,ID,450271,
Cikampek,ID,145620,
Ciampea,ID,207212,
Bontang,ID,189968,
Bogor,ID,1127408,茂物
Blitar,ID,150371,
Bima,ID,161362,
Bengkulu,ID,373591,明古魯市
Bekasi,ID,2564940,勿加泗
Baubau,ID,161280,
Batu,ID,221714,
Batang,ID,136145,
Banjaran,ID,164952,
Banjar,ID,200970,
Bangil,ID,120551,
Bandung,ID,2444160,万隆|萬隆
Astanajapura,ID,148047,
Arjawinangun,ID,105845,
Ambon,ID,347288,安汶
Adiwerna,ID,134188,
Padalarang,ID,184182,
Cikupa,ID,174041,
Teluknaga,ID,128275,
Kupang,ID,442758,古邦
Merauke,ID,102351,馬老奇
Jayapura,ID,404004,查雅普拉
Batam,ID,1164352,巴淡島
Sukawati,ID,125470,
South Tangerang,ID,1404785,
Dublin,IE,1024027,Baile Átha Cliath|Ciudá de Dublín|Dublín|都柏林
Jerusalem,IL,971800,Gerüsalem|Iarúsailéim|Ià-lô-sák-lēng|Iâ-lō͘-sat-léng|Jerusalém|Jerusalén|Jeruzalém|Jeruzsálem|Jerúsálẹ́mù|Jórsalaborg|Jórsalir|Kudüs|Qüds|Xerusalén|Yerusalémi|Yérusalem|耶路撒冷
Tel Aviv,IL,432892,Tel Avív|特拉維夫|特拉维夫
Rishon LeTsiyyon,IL,258535,
Reẖovot,IL,149392,
Ramat Gan,IL,170822,拉馬干
Petaẖ Tiqva,IL,253529,Pétah Tiqvà|佩塔提克瓦
Netanya,IL,228204,Netánja|內坦亞|内坦亚
Kfar Saba,IL,110456,Kefár Saba|卡法薩巴
H̱olon,IL,196282,Jolón
Haifa,IL,285316,Haífa|海法
Bet Shemesh,IL,124957,
Bnei Brak,IL,214444,Bené Berak|Bené Beraq|Bené-Berac|Bné Beraq|貝內貝拉克|贝内贝拉克
Beersheba,IL,186600,Bersabée|Bersebá|Beér-Seva|贝尔谢巴
Bat Yam,IL,129012,巴特亚姆|巴特亞姆
Ashkelon,IL,144073,
Ashdod,IL,226838,Asdód|阿什杜德
Yelahanka,IN,116447,耶拉汉卡
Yavatmāl,IN,128175,
Yamuna Nagar,IN,217071,
Wardha,IN,113759,Vardhá|沃尔塔
Virār,IN,1222390,
Vijayawada,IN,1143232,Vidzsajavádá|维杰亚瓦达
Vidisha,IN,155951,毗底沙|維迪斯哈
Vellore,IN,484690,韦洛尔
Vejalpur,IN,121610,
Vasco da Gama,IN,100485,
Varanasi,IN,1164404,Benarés|瓦臘納西
Vadodara,IN,1822221,Vadódara|巴罗达|瓦多达拉|瓦多達拉
Uppal Kalan,IN,118259,
Unnāo,IN,161671,
Uluberiya,IN,235345,
Ulhasnagar,IN,516584,Ulhásnagar|乌尔哈斯讷格尔|烏爾哈斯訥格爾
Ujjain,IN,515215,Uddzsaín|乌贾因|烏賈因|鄔闍衍那
Udupi,IN,165000,乌杜皮|烏杜皮
Udgīr,IN,103550,
Udaipur,IN,451100,烏代浦
Ooty,IN,233426,
Tumkūr,IN,307359,
Thiruvananthapuram,IN,788271,特里凡得琅
Tonk,IN,165294,栋格|棟格|通克
Titāgarh,IN,127751,
Tiruvottiyūr,IN,249446,
Tiruvannamalai,IN,145278,
Tiruppur,IN,963173,蒂魯普
Tirupati,IN,295323,蒂鲁帕蒂
Tiruchirappalli,IN,1022518,Tiruccsirápalli|Tiruččiráppalli|蒂魯吉拉帕利
Tinsukia,IN,116322,
Thanjavur,IN,291067,Tandzsávúr|Taňčávúr|坦賈武爾|坦贾武尔
Thānesar,IN,155152,
Thāne,IN,1841488,塔那
Tambaram,IN,174787,塔姆巴拉姆
Tadpatri,IN,108171,
Tadepalligudem,IN,112655,
Surendranagar,IN,179628,
Surat,IN,4591246,苏拉特
Sultānpur,IN,110368,
Sūjāngarh,IN,183808,
Srinagar,IN,1206419,Šrínagar|斯利那加
Srikakulam,IN,137944,斯里加古兰|斯里加古蘭
Sonīpat,IN,289333,
Rajpur Sonarpur,IN,424368,
Siwān,IN,135066,
Sivakasi,IN,234704,西瓦卡西
Sītāpur,IN,164435,
Sirsa,IN,182534,西尔萨
Shimla,IN,173503,Simlá|西姆拉
Silchar,IN,178865,西尔恰尔
Sīkar,IN,244497,
Shyamnagar,IN,441956,
Shrīrāmpur,IN,226317,
Sholapur,IN,997281,
Shivpuri,IN,179977,斯希沃普里
Shivamogga,IN,322650,希莫加
Shillong,IN,143229,西隆
Siliguri,IN,515574,Silīgurí|西里古里
Shāntipur,IN,149983,
Shāhjānpur,IN,320434,
Seoni,IN,102343,
Sehore,IN,109118,塞霍雷
Secunderabad,IN,204182,塞康德拉巴德
Sawai Madhopur,IN,121106,瑟瓦伊馬托布爾|瑟瓦伊马托布尔
Satna,IN,282977,
Satara,IN,120195,
Sasarām,IN,147408,
Sāngli,IN,601214,
Sambalpur,IN,189366,萨姆巴尔普尔
Salem,IN,917414,Szálem|塞勒姆
Saharsa,IN,156540,萨哈尔萨|薩哈爾薩
Sahāranpur,IN,484873,
Saugor,IN,274556,
Roorkee,IN,103894,罗奥尔凯埃|羅奧爾凱埃
Rohtak,IN,374292,罗赫塔克
Robertsonpet,IN,162230,罗贝尔特索恩佩特|羅貝爾特索恩佩特
Rishra,IN,117014,
Rewāri,IN,143021,
Rewa,IN,235654,雷瓦
Rourkela,IN,273317,魯吉拉
Ratlām,IN,264914,
Rasapūdipalem,IN,1728128,
Rānīganj,IN,131261,
Ranebennur,IN,106406,
Ranchi,IN,1120374,Ráncsí|Ráňčí|蘭契
Rāmpur,IN,296418,
Rāmgundam,IN,452261,
Rāj-Nāndgaon,IN,163114,
Rājkot,IN,1390640,
Rajapalayam,IN,130442,
Rajamahendravaram,IN,376333,
Raipur,IN,1027264,Rájpur|賴布爾
Raigarh,IN,150019,賴格爾|赖格尔
Rāiganj,IN,170252,
Rāichūr,IN,234073,
Raebareli,IN,186433,拉埃巴雷利
Puruliya,IN,122533,
Puri,IN,200564,
Pune,IN,3124458,Puné|浦納|浦那
Punāsa,IN,350000,
Pudukkottai,IN,117630,普杜科泰
Proddatūr,IN,177797,
Port Blair,IN,112050,布萊爾港
Porbandar,IN,152760,博尔本德尔
Ponnāni,IN,105512,
Puducherry,IN,657209,Pondichéri|Pondichéry|Territoire de Pondichéry|本地治里|本地治里市
Pimpri,IN,1284606,
Pīlibhīt,IN,131008,
Phagwāra,IN,100146,
Patna,IN,1684297,巴特那
Patiāla,IN,446246,
Pathānkot,IN,174306,Pathánkót|伯坦果德|帕坦科特
Pātan,IN,133737,
Parbhani,IN,307170,帕尔巴尼
Panvel,IN,195373,潘韦尔
Panipat,IN,295970,
Pānihāti,IN,378705,
Palwal,IN,131926,帕尔瓦尔|帕爾瓦爾
Pallāvaram,IN,233984,
Pāli,IN,230075,
Palakkad,IN,132728,Pálakkát|帕拉卡德
Pālanpur,IN,141592,
Orai,IN,158265,
Ongole,IN,208344,奥恩戈莱|奧恩戈萊
Nizāmābād,IN,311152,
Neyveli,IN,179150,内伊韦利
New Delhi,IN,317797,Dillí|Nové Dillí|Nýja Delí|新德里
Navadwīp,IN,111123,
Narela,IN,800000,
Narasaraopet,IN,117489,纳拉萨拉奥佩特
Nāngloi Jāt,IN,205596,
Nandyāl,IN,211424,
Nandurbar,IN,111037,南杜尔巴尔|南杜爾巴爾
Nanded,IN,550564,楠代德
Nalgonda,IN,154326,纳尔戈恩达
Najafgarh,IN,1365000,納嘉夫嘎爾
Naihāti,IN,253221,
Nāgercoil,IN,224849,
Nagda,IN,103501,
Nāgaur,IN,105218,
Nagapattinam,IN,102905,
Nadiād,IN,225071,
Muzaffarpur,IN,354462,穆扎夫法尔普尔|穆扎夫法爾普爾
Murwāra,IN,221883,
Munger,IN,213303,
Muktsar,IN,116747,
Mothīhāri,IN,126158,
Morena,IN,200482,莫雷納|莫雷纳
Moga,IN,163397,
Mirzāpur,IN,220029,
Miryalaguda,IN,104918,
Meerut,IN,1223184,Mirát|密拉特
Medinīpur,IN,153349,
Mau,IN,246050,毛纳特班詹
Mathura,IN,330511,马图拉
Mormugao,IN,102345,
Mangaluru,IN,499487,Mangalúru|门格洛尔
Mangalagiri,IN,107197,芒格阿拉吉里
Mandya,IN,137358,曼迪亚|門迪亞|门迪亚
Mandsaur,IN,141667,曼德绍尔
Māler Kotla,IN,135424,
Malegaon,IN,481228,
Malappuram,IN,101386,馬拉普普拉姆|馬拉浦南|马拉普兰|马拉普普拉姆|马拉浦南
Mahesāna,IN,190753,
Chennai,IN,4681087,Madrás|Čennaí|清奈|金奈
Madhyamgram,IN,161126,马迪亚姆格拉姆
Madanapalle,IN,180180,馬達納帕利|马达纳帕尔莱
Machilīpatnam,IN,192827,
Ludhiana,IN,1618879,卢迪亚纳
Lucknow,IN,2472011,Laknaú|勒克瑙
Loni,IN,516082,
Lalitpur,IN,126475,勒利德布尔|勒利德布爾
Lakhīmpur,IN,140223,
Kurnool,IN,460184,卡努尔|卡努爾
Kumbakonam,IN,167155,库姆巴科纳姆
Kulti,IN,305405,
Krishnanagar,IN,145926,克里斯赫纳纳加尔
Kota,IN,1001694,科塔
Korba,IN,419146,
Kolhāpur,IN,549236,
Kolār,IN,138462,
Kishangarh,IN,154886,
Kishanganj,IN,105782,
Khurja,IN,105909,库尔贾|庫爾賈
Khargone,IN,116150,
Khardah,IN,128346,
Kharagpur,IN,219665,克勒格布爾
Khanna,IN,128137,卡納|卡纳
Khandwa,IN,200738,坎德瓦
Khammam,IN,196283,卡姆马姆
Katihar,IN,240838,
Kashipur,IN,103138,加希布尔|加希布爾
Karur,IN,234191,卡魯爾|卡鲁尔
Karnāl,IN,302140,
Kāraikkudi,IN,181851,
Kanpur,IN,2823249,
Kanhangad,IN,125564,
Kanchipuram,IN,221715,Káncsipuram|Káňčipuram|建志補羅|甘吉布勒姆|黃支
Kāmārhāti,IN,332965,
Kalyān,IN,1262255,
Kalol,IN,134426,
Kākināda,IN,384182,
Kaithal,IN,144915,凯塔尔|凱塔爾
Kānchrāpāra,IN,136954,
Jūnāgadh,IN,319462,
Jalandhar,IN,868929,Dzsálandhár|賈朗達爾|贾朗达尔
Jorhat,IN,126736,Sibságar
Jodhpur,IN,1056191,Dzsódhpur|Džódpur|焦特布尔
Jīnd,IN,167592,
Jhunjhunūn,IN,118473,
Jhānsi,IN,412927,
Jetpur,IN,118302,杰普尔
Jaunpur,IN,169572,乔恩普尔
Jāmuria,IN,160242,
Jamshedpur,IN,1339438,哲雪舖|賈姆謝德布爾|贾姆谢德布尔
Jamnagar,IN,600943,Dzsámnagar|Džámnagar|賈姆訥格爾|贾姆讷格尔
Jammu,IN,576198,Džammú|贾姆穆
Jālna,IN,285577,
Jalgaon,IN,460228,加爾岡
Jaipur,IN,3046163,齋浦爾|齋葡亞
Jahānābād,IN,103202,
Jagdalpur,IN,125463,贾格达尔普尔
Jagādhri,IN,124894,
Jabalpur,IN,1081677,贾巴尔普尔
Itārsi,IN,100574,
Indore,IN,1994397,印多尔
Imphal,IN,277196,
Ichalkaranji,IN,287353,伊切尔格伦吉
Hyderabad,IN,6993262,Hajdarábád|海得拉巴
Hugli,IN,177005,
Hubballi,IN,943788,
Hosūr,IN,229528,
Hosapete,IN,206167,霍斯佩特
Narmadapuram,IN,117988,霍斯杭格阿巴德
Hisar,IN,307024,希萨尔
Hinganghāt,IN,101805,
Hindupur,IN,151677,
Hindaun,IN,105452,欣道恩
Hazāribāgh,IN,153595,
Hāthras,IN,126882,
Hassan,IN,155006,哈桑
Haridwar,IN,186079,Haridvár|赫尔德瓦尔
Hardoī,IN,122635,
Howrah,IN,1027672,
Hanumāngarh,IN,155687,
Hālīsahar,IN,128172,
Haldwani,IN,139497,哈尔德瓦尼-丘姆-卡特戈达姆|哈爾德瓦尼-丘姆-卡特戈達姆
Hājīpur,IN,147688,
Hābra,IN,139297,
Gyānpur,IN,200000,
Gwalior,IN,1054420,
Guntur,IN,670073,Guntúr|Guntúru|貢土爾|贡土尔
Guntakal,IN,126270,贡塔卡尔
Guna,IN,180935,古納|古纳
Kalaburagi,IN,543147,古尔伯加
Gudivāda,IN,118167,
Gorakhpur,IN,1324570,
Gorakhpur,IN,674246,Górakhpur|戈勒克布尔|戈勒克布爾
Gondiā,IN,132813,贡迪耶
Gondal,IN,112197,
Gondā City,IN,133583,
Godhra,IN,143644,戈德拉|戈特拉
Giridih,IN,114533,
Ghazīpur,IN,103095,
Gaya,IN,474093,
Guwahati,IN,962334,Gauháti|古瓦哈提
Gangtok,IN,100286,甘托克
Gangavati,IN,114642,
Gangāpur,IN,120115,
Gandhinagar,IN,292797,
Gāndhīdhām,IN,247992,
Gadag,IN,172612,
Firozpur,IN,110313,
Fīrozābād,IN,306409,
Fatehpur,IN,166480,
Farrukhābād,IN,241152,
Fyzābād,IN,153047,
Etāwah,IN,257448,
Etah,IN,100000,
Erode,IN,521891,埃罗德
Durgapur,IN,518872,杜爾加布爾
Durg,IN,268806,杜尔格|杜爾格
Dam Dam,IN,122719,
Dombivali,IN,1247327,東比夫里
Dindigul,IN,292512,丁迪古爾
Dimāpur,IN,135860,
Dhaulpur,IN,133075,
Dharmavaram,IN,121874,
Dhamtari,IN,101677,
Dewas,IN,289550,德瓦斯
Deoria,IN,129570,德奥里亚
Delhi Cantonment,IN,110351,
Delhi,IN,11034555,Delhí|Delí|Dillí|Déhli|Šáhdžahanabád|德里
Dehradun,IN,522081,Déhrádún|德拉敦
Davangere,IN,435128,
Datia,IN,100284,
Dārjiling,IN,123797,大吉嶺
Darbhanga,IN,296039,达尔邦格阿|達爾邦格阿
Dinapore,IN,152940,
Damoh,IN,139561,达莫
Dohad,IN,118846,
Cuttack,IN,610189,克塔克
Kadapa,IN,344893,
Cuddalore,IN,173636,古达罗尔
Coimbatore,IN,2136916,Kojambuttúr|哥印拜陀
Kochi,IN,633553,Cochín|柯枝
Chūru,IN,120157,
Chittorgarh,IN,116406,吉多尔格尔|吉多爾格爾
Chitradurga,IN,145853,
Chilakalūrupet,IN,101398,
Chikmagalūr,IN,121484,
Chhindwāra,IN,175052,
Chhatarpur,IN,142128,切德尔布尔|切德爾布爾
Chāpra,IN,202352,恰普拉
Chas,IN,141640,恰斯
Chānda,IN,328351,Čandrapúr|錢德拉布爾|钱德拉布尔
Chandigarh,IN,970602,Čandígarh|昌迪加尔
Chanduasi,IN,112635,
Chandannagar,IN,180623,金德訥格爾|金德讷格尔
Kolkata,IN,4631392,Calcutá|Kalkútta|Kalküta|加尔各答|架利吉打
Buxar,IN,102861,
Burhānpur,IN,210886,
Būndi,IN,104919,
Bulandshahr,IN,198612,Bülendşehr|布兰德舍赫尔|布蘭德斯哈赫爾|布蘭德舍赫爾
Budaun,IN,161555,布道恩
Brahmapur,IN,356598,布拉赫马普尔
Borivli,IN,609617,包里瓦利
Mumbai,IN,12691836,孟买|孟買
Bilimora,IN,510879,
Bilāspur,IN,365579,
Bikaner,IN,644406,
Vijayapura,IN,327427,Bídzsápur|比贾布尔
Bihār Sharīf,IN,297268,
Bidar,IN,216020,比德爾
Bhusawal,IN,187421,
Bhubaneswar,IN,885363,
Bhopal,IN,1798218,Bhopál|Bópal|博帕尔
Bhiwāni,IN,196057,
Bhiwandi,IN,874032,Bhivándi|皮文迪
Bhind,IN,197585,宾德|賓德
Bhimavaram,IN,146961,
Bhilwara,IN,359483,
Bhilai,IN,627734,比萊
Bhetia,IN,174355,
Bhayandar,IN,809378,
Bhavnagar,IN,605882,巴夫那加尔
Bhātpāra,IN,483129,
Bathinda,IN,285788,巴廷達
Bharūch,IN,169007,
Bharatpur,IN,252838,婆罗多布尔|婆羅多布爾
Bhāgalpur,IN,400146,
Bhadreswar,IN,121662,
Bhadrāvati,IN,163903,
Bhadrak,IN,121338,巴德拉克
Betūl,IN,103330,Badnúr
Bettiah,IN,132209,貝特蒂亞|贝特蒂亚
Ballari,IN,410445,贝拉里
Belagavi,IN,490045,贝尔高姆
Beāwar,IN,151152,
Batāla,IN,158621,
Bastī,IN,115115,
Basirhat City,IN,143007,
Barshi,IN,118722,巴尔斯希|巴爾斯希
Barnāla,IN,116449,
Baripāda,IN,116849,
Bareilly,IN,745435,巴雷利
Barddhamān,IN,301725,
Bārāsat,IN,298127,
Bārān,IN,117992,
Bārākpur,IN,148174,
Bānswāra,IN,101017,
Bānsbāria,IN,108474,
Bānkura,IN,133966,
Bangaon,IN,111693,邦格阿奥恩
Bengaluru,IN,8495492,Bangalúr|Bengalúru|班加罗尔|班加羅爾
Bānda,IN,152218,
Bālurghāt,IN,153279,
Bāli,IN,296973,
Balasore,IN,144373,巴拉索尔
Baidyabāti,IN,115504,
Bahraigh,IN,182218,
Baharampur,IN,180547,巴哈拉姆普尔
Bahadurgarh,IN,170767,巴哈杜尔加尔|巴哈杜爾加爾
Bagalkot,IN,111933,Bágalakóte|巴加尔科特|巴嘎科特
Bagaha,IN,112634,
Badlapur,IN,174226,巴德拉普尔
Avadi,IN,345996,
Aurangābād,IN,102244,
Arrah,IN,261430,阿拉
Anantnag,IN,150592,阿嫩德納格|阿嫩德纳格
Anantapur,IN,267161,阿纳恩塔普尔
Amroha,IN,176253,
Amritsar,IN,1159227,Amritszár|阿姆利则|阿姆利則
Ambur,IN,114608,阿姆布尔
Ambattur,IN,466205,
Ambāla,IN,195153,
Ambarnath,IN,253475,
Alwar,IN,322568,阿尔瓦尔|阿爾瓦爾
Prayagraj,IN,1073438,安拉阿巴德
Alīgarh,IN,753207,
Akola,IN,428857,Akolá|阿科拉
Ajmer,IN,542321,Adžmér|Ádzsmír|阿杰梅尔
Aizawl,IN,293416,艾藻尔
Ahilyanagar,IN,367140,
Ahmedabad,IN,6357693,Ahmadábád|亞美達巴德|艾哈迈德堡|艾哈迈达巴德|阿哇|阿美達巴德
Agartala,IN,400004,阿加尔塔拉
Adoni,IN,184625,
Ādilābād,IN,118526,
Achalpur,IN,112311,阿恰尔普尔|阿恰爾普爾
Abohar,IN,145302,阿博赫尔
Haldia,IN,170695,
Maheshtala,IN,448317,
Soyībug,IN,104000,
Madhavaram,IN,119105,马达瓦拉姆
Greater Noida,IN,293908,大諾伊達|大诺伊达
Mohali,IN,166864,
Pithampur,IN,126200,
Airoli,IN,100000,
Vapi,IN,163630,
Noida,IN,293908,诺伊达
Bhiwadi,IN,104921,比瓦迪
Singrauli,IN,220257,辛格劳利
Jaigaon,IN,158664,
Lal Bahadur Nagar,IN,261987,
Malkajgiri,IN,150000,马尔卡杰吉里
Gajuwaka,IN,258944,加久瓦卡
Quthbullapur,IN,225816,库特布尔拉普尔|庫特布爾拉普爾
Serilingampalle,IN,150525,
Ashoknagar Kalyangarh,IN,111475,
Pimpri-Chinchwad,IN,1727692,Pimpri-Csincsvád|Pimprí-Čiňčvad|賓布里金傑沃德
Kumarapalayam,IN,195071,
Ramagundam,IN,242979,拉马古恩达姆
Nimach,IN,128561,
Thoothukudi,IN,410760,杜蒂戈林
Gadag-Betageri,IN,172813,
Rudrapur,IN,154554,鲁德拉普尔
Burāri,IN,146190,
Hashtsāl,IN,176877,
Kirāri Sulemānnagar,IN,283211,
Bhālswa Jahangirpur,IN,197148,
Deoli,IN,169122,
Mandoli,IN,120417,
Dalūpura,IN,154791,
Madhurampur Dehri,IN,137231,
Phusro,IN,185555,
Kurichchi,IN,123667,
Gundupālaiyam,IN,300104,
Kushinagar,IN,274403,
Amaravati,IN,103000,
Kanayannur,IN,851406,
Shahuwadi,IN,180322,
Dinapur Nizamat,IN,182429,
Sultan Pur Majra,IN,181554,
Ambala Sadar,IN,104974,
Raurkela Industrial Township,IN,216410,
Mango,IN,223805,
Umm Qaşr,IQ,107620,
Sīnah,IQ,128776,
Sāmarrā’,IQ,158508,
Qal‘at Sukkar,IQ,110000,
Kirkuk,IQ,1031000,Karkúk|Kerkük|Kirkúk|Kərkük|基爾庫克
Karbala,IQ,1218732,Karbalá|卡爾巴拉
Erbil,IQ,1612700,Irbíl|埃爾比勒省
Dihok,IQ,340900,Dahúk|Dəhük|達霍克
Baqubah,IQ,152550,Bakúba|巴古拜
Baghdad,IQ,7216000,Bagdá|Bagdád|巴格达|巴格達
Sulaymaniyah,IQ,878146,Sulejmánie|Süleymaniye|Süleymaniyyə
As Samawah,IQ,152890,Samáwa
Ramadi,IQ,223500,Ramádi|拉馬迪
Nasiriyah,IQ,558400,
Najaf,IQ,482576,納杰夫
Mosul,IQ,1683000,摩苏尔|摩蘇爾
Al-Kut,IQ,315162,Kút|Əl-Küt
Kufa,IQ,110000,Kúfa|库费
Nāḩiyat al Iskandarīyah,IQ,100600,
Al Hillah,IQ,455700,希拉
Basrah,IQ,1326564,Baçorá|巴士拉|巴斯拉
Al ‘Amārah,IQ,323302,Amaré
Al Diwaniyah,IQ,318801,Díváníja
Āzādshahr,IR,514102,
Shahre Jadide Andisheh,IR,116062,
Dezfūl,IR,264709,
Kamālshahr,IR,141669,
Zanjan,IR,357471,
Yazd,IR,477905,亚兹德
Tehran,IR,7153309,Teherán|德黑兰|德黑蘭
Tabriz,IR,1424641,Tabríz|大不里士
Sirjan,IR,207645,錫爾詹
Shiraz,IR,1249942,Siráz|設拉子
Shahr-e Kord,IR,129153,
Semnan,IR,124826,
Sari,IR,255396,Sarí|Szári|薩里市
Saqqez,IR,151237,薩蓋茲
Sanandaj,IR,349176,萨南达季
Sabzevar,IR,226183,薩卜澤瓦爾
Rasht,IR,594590,拉什特
Qom,IR,900000,库姆
Qazvin,IR,333635,Kazvín|Qazvín|加兹温
Qā’em Shahr,IR,204953,
Orūmīyeh,IR,577307,Urmía
Mashhad,IR,2307177,馬什哈德
Marāgheh,IR,262604,
Mahābād,IR,162434,
Khorramabad,IR,329825,
Kermanshah,IR,621100,Província de Kermanshah|克尔曼沙赫
Kerman,IR,577514,Kermán|克尔曼
Karaj,IR,1448075,卡拉季
Īlām,IR,140940,
Hamadān,IR,528256,
Gorgān,IR,244937,
Shahrud,IR,131889,
Bushehr,IR,165377,
Bojnūrd,IR,192041,
Bīrjand,IR,196982,
Bandar Abbas,IR,352173,Bandar Abbás|Bandar-Abbász|阿巴斯港
Ardabīl,IR,410753,
Arāk,IR,503647,
Ahvaz,IR,841145,Ahváz|阿瓦士
Abadan,IR,370180,Abadán|阿巴丹
Moḩammad Shahr,IR,119418,
Naz̧arābād,IR,119512,
Isfahan,IR,1547164,Isfahán|Iszfahán|伊斯法罕
Zahedan,IR,551980,Zahedán|扎黑丹
Fardīs,IR,181174,
Nasimshahr,IR,200393,
Reykjavík,IS,118918,Reykjavíkur|Réicivíc|雷克亞維克|雷克雅未克|雷克雅維克
Palermo,IT,648260,巴勒莫市
Cagliari,IT,149257,Cáller|卡利亚里|卡利亞里
Trieste,IT,204338,的里雅斯特|第里雅斯特
Trento,IT,120709,Trénto|特伦托
Turin,IT,847287,Torí|Turén|Turín|Tórínó|Türì|都灵
Rome,IT,2318895,An Róimh|Rím|Róm|Róma|罗马市|羅馬
Perugia,IT,120137,Pérouse|佩鲁贾
Naples,IT,909048,Naplés|Napólí|Nápoles|Nápols|Nápoly|那不勒斯
Milan,IT,1371498,Milán|Miláno|米蘭
Mestre,IT,147662,梅斯特雷
Genoa,IT,580097,Genúa|Génova|Xénova|热那亚
Florence,IT,367150,Floréncia|Florénsa|Flórans|Flórens|佛罗伦萨|翡冷翠
Bologna,IT,394843,博洛尼亚
Bari,IT,316491,巴里
Acilia-Castel Fusano-Ostia Antica,IT,129362,
Spanish Town,JM,145018,西班牙鎮
Portmore,JM,102861,
Kingston,JM,937700,京斯敦
Khuraybat as Sūq,JO,186158,
Irbid,JO,569068,伊爾比德
Zarqa,JO,792665,扎尔卡
As Salţ,JO,107874,
Amman,JO,1275857,Ammán|Amán|安曼
‘Ajlūn,JO,125557,
Russeifa,JO,268237,
Ṣuwayliḥ,JO,151016,
Yono,JP,102364,中央区
Yokohama,JP,3777491,横浜|横浜市|横滨市
Youkaichi,JP,112819,八日市市
Honmachi,JP,123067,八代市|本町
Yamaguchi,JP,193966,山口|山口市
Utsunomiya,JP,518757,宇都宮|宇都宮市
Urayasu,JP,171362,浦安市
Tsu,JP,274537,津|津市
Toyama,JP,415844,富山|富山市
Tottori-shi,JP,188465,鳥取|鳥取市
Tokyo,JP,9733276,Tokió|Tókýó|Tóquio|东京|東京|東京都
Tokuyama,JP,101133,
Tokushima,JP,267345,徳島|徳島市
Nishi-Tokyo-shi,JP,207388,保谷市|田無市|西東京|西東京市
Takamatsu,JP,418994,高松|高松市
Shizuoka,JP,693389,静岡|静岡市|靜岡市
Shinagawa,JP,422488,品川区
Shimonoseki,JP,265684,下关市|下関市
Minato,JP,375339,湊
Sandachō,JP,132858,三田町
Saga,JP,233301,佐賀|佐賀市
Ōtsu,JP,345070,Ócu|大津|大津市
Osaka,JP,2753862,Ósaka|Ószaka|大阪|大阪市
Okayama,JP,724691,岡山|岡山市
Ōita,JP,477715,Óita|大分|大分市
Niigata,JP,797591,新潟|新潟市
Nara-shi,JP,367353,奈良|奈良市
Naha,JP,317625,那覇|那覇市|那霸市
Nagoya,JP,2332176,名古屋|名古屋市
Nagasaki,JP,409118,長崎|長崎市|长崎市
Nagano,JP,372760,長野|長野市
Miyazaki,JP,401339,宮崎|宮崎市
Minamirinkan,JP,224015,南林間
Matsutō,JP,110408,
Matsue,JP,203616,松江|松江市
Maebashi,JP,332149,前橋|前橋市
Kyoto,JP,1463723,Kiotó|Kjóto|京都|京都市
Kumamoto,JP,738907,熊本|熊本市
Kofu,JP,189591,Kófu|甲府|甲府市
Kochi,JP,332059,高知|高知市
Kobe,JP,1525152,Kóbe|神戶|神户市|神戸|神戸市
Kawanishi,JP,155165,川西|川西市
Kashiwara,JP,120922,
Kanazawa,JP,466029,金沢|金沢市|金澤市
Kakogawachō-honmachi,JP,271634,加古川市|加古川町本町
Kagoshima,JP,595049,鹿儿岛市|鹿児島|鹿児島市
Izumisano,JP,100131,
Iwatsuki,JP,108833,岩槻
Hiroshima,JP,1200754,広島|広島市|廣島市
